ENGLISH	QUENYA
Jesus said to them: “The children of this age marry and are given in marriage,	Jesus said to them: “The children of this age marry and are given in marriage,
Therefore was a split concerning him in the crowd.	Therefore was a split concerning him in the crowd.
Men of Israel, hear these words: Jesus from Nazareth, a man that God put before you with mighty deeds and signs and portents which God did by him in your midst, as you know,	Men of Israel, hear these words: Jesus from Nazareth, a man that God put before you with mighty deeds and signs and portents which God did by him in your midst, as you know,
For indeed Christ, when we were still weak, died for godless men when the time came.	For indeed Christ, when we were still weak, died for godless men when the time came.
For we are his work and were created in Christ Jesus for good deeds, which God prepared beforehand, for us to walk in them.	For we are his work and were created in Christ Jesus for good deeds, which God prepared beforehand, for us to walk in them.
Brothers, I speak to you by the manner of men: After a covenant has been established, nobody puts it away or adds to it, though it is a man's covenant.	Brothers, I speak to you by the manner of men: After a covenant has been established, nobody puts it away or adds to it, though it is a man's covenant.
And all the prophets, from Samuel to those that followed him – all that have spoken – have also made known these days.	And all the prophets, from Samuel to those that followed him – all that have spoken – have also made known these days.
And the things that you heard from me through many witnesses, give them to faithful men, for whom it will also be possible to instruct others.	And the things that you heard from me through many witnesses, give them to faithful men, for whom it will also be possible to instruct others.
But Peter raised him , saying: “Rise; I as well am a man!”	But Peter raised him , saying: “Rise; I as well am a man!”
to Titus , real child in the faith that we together have: Grace and peace from God the Father and Christ Jesus our Savior.	to Titus , real child in the faith that we together have: Grace and peace from God the Father and Christ Jesus our Savior.
Thus the just command of the Law could become real in us that walk, not by the flesh, but by the Holy Spirit.	Thus the just command of the Law could become real in us that walk, not by the flesh, but by the Holy Spirit.
For with joy you allow fools to do their things – you who are so wise!	For with joy you allow fools to do their things – you who are so wise!
This woman followed Paul and us, crying these words: “These men are slaves of God Most High, and they make known to you the path of salvation.”	This woman followed Paul and us, crying these words: “These men are slaves of God Most High, and they make known to you the path of salvation.”
Therefore, with every urgency, I will do what is possible for me, for you to be able to recall these things after my passing.	Therefore, with every urgency, I will do what is possible for me, for you to be able to recall these things after my passing.
See that you do not turn away who is speaking! For if they did not escape that turned him away when they received warning on earth, much more shall we not, if we turn away from who speaks from heaven.	See that you do not turn away who is speaking! For if they did not escape that turned him away when they received warning on earth, much more shall we not, if we turn away from who speaks from heaven.
But Jesus cried out and said: “ who believes in me does not believe in me, but in who sent me,	But Jesus cried out and said: “ who believes in me does not believe in me, but in who sent me,
For if Abraham was made just by deeds, he would have been able to praise himself, but not before God.	For if Abraham was made just by deeds, he would have been able to praise himself, but not before God.
And concerning that I give my thoughts, for that will be beneficial for you who began, not the doing alone, but also your wishing to do it, one year ago.	And concerning that I give my thoughts, for that will be beneficial for you who began, not the doing alone, but also your wishing to do it, one year ago.
For anyone who wishes to save his life, to him it will be lost, but anyone whose life is lost for my good, he will save it.	For anyone who wishes to save his life, to him it will be lost, but anyone whose life is lost for my good, he will save it.
Therefore I wish that these younger widows are to marry, and that they bear children and manage a home; thus who stands against us will not have a reason for speaking mockery.	Therefore I wish that these younger widows are to marry, and that they bear children and manage a home; thus who stands against us will not have a reason for speaking mockery.
But it is necessary for everyone among you to love his wife as he loves himself, and it is necessary for the wife to have awe for her husband.	But it is necessary for everyone among you to love his wife as he loves himself, and it is necessary for the wife to have awe for her husband.
When the hour was late, they went out of the city.	When the hour was late, they went out of the city.
When he saw that he could do nothing beneficial, but that sooner an uprising was going to arise, Pilate took water and washed his hands before the crowd, saying: “I do not have guilt of the blood of this man! You see to it!”	When he saw that he could do nothing beneficial, but that sooner an uprising was going to arise, Pilate took water and washed his hands before the crowd, saying: “I do not have guilt of the blood of this man! You see to it!”
But he was hungry and wanted to eat. While they prepared, he went into a vision	But he was hungry and wanted to eat. While they prepared, he went into a vision
Indeed by their fruit you will know them!	Indeed by their fruit you will know them!
Therefore they said to him: “What did he do to you? How did he open your eyes?”	Therefore they said to him: “What did he do to you? How did he open your eyes?”
If you remain in me and my sayings remain in you, pray for anything that you want, and it will happen for you.	If you remain in me and my sayings remain in you, pray for anything that you want, and it will happen for you.
Thus Paul went out from their midst,	Thus Paul went out from their midst,
But we are sending with him a brother whose praise has spread through all the congregations because of his work for the gospel.	But we are sending with him a brother whose praise has spread through all the congregations because of his work for the gospel.
Also Simon believed, and after being baptized he remained with Philip and was being filled with wonder when he watched the sings and mighy deeds that happened.	Also Simon believed, and after being baptized he remained with Philip and was being filled with wonder when he watched the sings and mighy deeds that happened.
since you have given him lordship over all flesh, that he will give eternal life to all that you have given him.	since you have given him lordship over all flesh, that he will give eternal life to all that you have given him.
Then the disciples returned to their homes.	Then the disciples returned to their homes.
From the Lord this thing has come, and it is a wonder in our eyes.'”	From the Lord this thing has come, and it is a wonder in our eyes.'”
 is nothing from outside that can make a person unclean by coming into him, but the things that come out from a person are that make him unclean.	 is nothing from outside that can make a person unclean by coming into him, but the things that come out from a person are that make him unclean.
and he said: “Would that you knew in this day that lead to peace! But now they have been hidden from your eyes .	and he said: “Would that you knew in this day that lead to peace! But now they have been hidden from your eyes .
But you are not in the flesh, but in the spirit, if God's spirit dwells in you. But if anyone does not have the Christ's spirit, he is not his .	But you are not in the flesh, but in the spirit, if God's spirit dwells in you. But if anyone does not have the Christ's spirit, he is not his .
But Paul said: “I am standing before the judgement seat of the High King, where it is necessary for me to be judged. I have done nothing evil against the Jews, as also you well know.	But Paul said: “I am standing before the judgement seat of the High King, where it is necessary for me to be judged. I have done nothing evil against the Jews, as also you well know.
And they considered it among themselves, saying: “If we say: From heaven, he will say: Then how is that you did not believe in him?	And they considered it among themselves, saying: “If we say: From heaven, he will say: Then how is that you did not believe in him?
The second is this: You are to love your neighbor as yourself. There is not commandment greater than these.	The second is this: You are to love your neighbor as yourself. There is not commandment greater than these.
Therefore do not seek what you are to eat or what you are to drink, and do not have anxiety,	Therefore do not seek what you are to eat or what you are to drink, and do not have anxiety,
But Joseph her husband, who was just and did not wish to humiliate her, wanted to release her secretly.	But Joseph her husband, who was just and did not wish to humiliate her, wanted to release her secretly.
Now they led Jesus away to the chief priest, and all the chief priests and the elders and the scribes assembled.	Now they led Jesus away to the chief priest, and all the chief priests and the elders and the scribes assembled.
Thus the Law instructed us and led us to Christ, for us to be made just by faith.	Thus the Law instructed us and led us to Christ, for us to be made just by faith.
For is written: “I will cause the wisdom of the wise ones to pass away, and the intelligence of the intelligent ones I will put away.“	For is written: “I will cause the wisdom of the wise ones to pass away, and the intelligence of the intelligent ones I will put away.“
And the kings of earth and the mighty and the commanders and the rich and the strong and every thrall and every free person hid themselves in the caves and among the rocks of the mountains.	And the kings of earth and the mighty and the commanders and the rich and the strong and every thrall and every free person hid themselves in the caves and among the rocks of the mountains.
It is not good for soil or as manure alike. People throw it outside. Let who has ears to listen, listen!	It is not good for soil or as manure alike. People throw it outside. Let who has ears to listen, listen!
Peter began to say to him: “Behold, we have abandoned everything and have followed you.”	Peter began to say to him: “Behold, we have abandoned everything and have followed you.”
The city is a square, and it is as long as it is wide. And he measured the city with the rod, twelve thousand furlongs; its length and its width and its height are same.	The city is a square, and it is as long as it is wide. And he measured the city with the rod, twelve thousand furlongs; its length and its width and its height are same.
Then Jesus came near to them, and touching them he said: “Rise, and do not fear!”	Then Jesus came near to them, and touching them he said: “Rise, and do not fear!”
Now he did not allow anyone to come with him except Peter and Jacob and John, Jacob's brother.	Now he did not allow anyone to come with him except Peter and Jacob and John, Jacob's brother.
But after the three and a half days life-spirit from God came into them, and they rose on their feet, and great fear fell upon those who looked at them.	But after the three and a half days life-spirit from God came into them, and they rose on their feet, and great fear fell upon those who looked at them.
Here I am writing my greeting with my own hand. Recall my chains! May the grace be with you.	Here I am writing my greeting with my own hand. Recall my chains! May the grace be with you.
A baptism I have that I will be baptized with, and how pressed I am until it has been completed!	A baptism I have that I will be baptized with, and how pressed I am until it has been completed!
And Herodias' daughter came herself and danced and pleased Herod and the people at the table with him. The king said to the maiden: “Ask of me anything that you want, and I shall give it to you.”	And Herodias' daughter came herself and danced and pleased Herod and the people at the table with him. The king said to the maiden: “Ask of me anything that you want, and I shall give it to you.”
He arose and took the child and its mother and went into the land of Israel.	He arose and took the child and its mother and went into the land of Israel.
But I stay in Ephesus until the Festival of Weeks ,	But I stay in Ephesus until the Festival of Weeks ,
Thus tongues are a sign, not to that believe, but to that do not believe; but speaking as a prophet is not for that do not believe, but for that believe.	Thus tongues are a sign, not to that believe, but to that do not believe; but speaking as a prophet is not for that do not believe, but for that believe.
Concerning the virgins I do not have a command from the Lord, but I give my thoughts as a person who has received the mercy from the Lord that I am faithful.	Concerning the virgins I do not have a command from the Lord, but I give my thoughts as a person who has received the mercy from the Lord that I am faithful.
Now gathered around Jesus the Pharisees and some of the scibes that were come from Jerusalem.	Now gathered around Jesus the Pharisees and some of the scibes that were come from Jerusalem.
But he did not know her before she bore a son, and he gave him the name Jesus.	But he did not know her before she bore a son, and he gave him the name Jesus.
But now I fear that in this or that manner – like the serpent seduced Eve with its cunning – your minds will be marred and led away from loving the Christ sincerely and with purity.	But now I fear that in this or that manner – like the serpent seduced Eve with its cunning – your minds will be marred and led away from loving the Christ sincerely and with purity.
His parents said these things because they feared the Jews, for already the Jews had come to an agreement that if anyone confessed Jesus as Christ, he was to be excluded from the synagogue.	His parents said these things because they feared the Jews, for already the Jews had come to an agreement that if anyone confessed Jesus as Christ, he was to be excluded from the synagogue.
After the day of rest, at dawn on the first day of the week, Mary Magdalene and the other Mary to see the tomb.	After the day of rest, at dawn on the first day of the week, Mary Magdalene and the other Mary to see the tomb.
But he said to them: “You give them something to eat.” They said: “We do not have more than five breads and two fish, if perhaps we are not to go and trade to ourselves food for all these people.”	But he said to them: “You give them something to eat.” They said: “We do not have more than five breads and two fish, if perhaps we are not to go and trade to ourselves food for all these people.”
Thus all among them will be judged, since they did not believe the truth, but had joy in unrighteousness.	Thus all among them will be judged, since they did not believe the truth, but had joy in unrighteousness.
For though I am away in the flesh, I am still with you in the spirit, having joy and beholding how you are well-organized and true in your faith in Christ.	For though I am away in the flesh, I am still with you in the spirit, having joy and beholding how you are well-organized and true in your faith in Christ.
Therefore we as well, from the day that we heard it, have not ceased to pray and make request for you that you will be filled with knowledge of his will in all wisdom and understanding of the spirit,	Therefore we as well, from the day that we heard it, have not ceased to pray and make request for you that you will be filled with knowledge of his will in all wisdom and understanding of the spirit,
For the foolish ones took their lamps but did not bring oil with them,	For the foolish ones took their lamps but did not bring oil with them,
For there is one God, and one intermediary between God and men, Christ Jesus the man,	For there is one God, and one intermediary between God and men, Christ Jesus the man,
His winnowing fork is in his hand, and he will cleanse his threshing floor. He will gather his grain into the store, but the chaff he will burn with a fire that nobody can extinguish.	His winnowing fork is in his hand, and he will cleanse his threshing floor. He will gather his grain into the store, but the chaff he will burn with a fire that nobody can extinguish.
Furthermore, it was revealed to him that he was not going to see death before seeing the Christ of the Lord.	Furthermore, it was revealed to him that he was not going to see death before seeing the Christ of the Lord.
I thank God, I speak in tongues more numerous than all among you speak !	I thank God, I speak in tongues more numerous than all among you speak !
But he said to the woman: “Your faith has saved you; go in peace.”	But he said to the woman: “Your faith has saved you; go in peace.”
Therefore do not have part with them.	Therefore do not have part with them.
They petitioned us with many petitions, wishing to receive the grace of having a part in the service for the holy ones.	They petitioned us with many petitions, wishing to receive the grace of having a part in the service for the holy ones.
the four twenty elders fall down before who is sitting on the throne and worship who lives forever and ever, and they throw their crones before the throne, saying:	the four twenty elders fall down before who is sitting on the throne and worship who lives forever and ever, and they throw their crones before the throne, saying:
By your faithfulness you will save your lives.	By your faithfulness you will save your lives.
He said to them: “Who is the man among you having a single sheep who does not, if this sheep falls into a hollow on the day of rest, take hold of it and lift it out?	He said to them: “Who is the man among you having a single sheep who does not, if this sheep falls into a hollow on the day of rest, take hold of it and lift it out?
On hte following day we sailed away and came to Caesarea, and we went into the house of Philip, a man who was making known the gospel. He was among the Seven, and we remained with him.	On hte following day we sailed away and came to Caesarea, and we went into the house of Philip, a man who was making known the gospel. He was among the Seven, and we remained with him.
You too, then, fill your fathers' measure!	You too, then, fill your fathers' measure!
Heal sick ones, raise dead ones, cleanse skin-diseased ones, throw out demons! You have received for nothing, give for nothing!	Heal sick ones, raise dead ones, cleanse skin-diseased ones, throw out demons! You have received for nothing, give for nothing!
“Glory be in the high places to God, and on earth peace to the men of whom he thinks well.”	“Glory be in the high places to God, and on earth peace to the men of whom he thinks well.”
After looking from person to person Jesus said to his disciples: “How difficult coming into God's kingdom is for people having money!”	After looking from person to person Jesus said to his disciples: “How difficult coming into God's kingdom is for people having money!”
Thus with many such comparisons he spoke to them the word, everything that they could listen to.	Thus with many such comparisons he spoke to them the word, everything that they could listen to.
I also heard a voice say to me: Rise, Peter, slaughter and eat!	I also heard a voice say to me: Rise, Peter, slaughter and eat!
Then they came to the place called Gethsemane, and Jesus said to his disciples: “Sit here while I pray.”	Then they came to the place called Gethsemane, and Jesus said to his disciples: “Sit here while I pray.”
Therefore, if you are the Christ's, indeed you are Abraham's seed, heirs by the promise.	Therefore, if you are the Christ's, indeed you are Abraham's seed, heirs by the promise.
And the hope will not fail, for God's love has been poured out into our heart by the Holy Spirit that was given to us.	And the hope will not fail, for God's love has been poured out into our heart by the Holy Spirit that was given to us.
For like the flash , shining from one part under heaven to another part under heaven, so the Son of Man will be.	For like the flash , shining from one part under heaven to another part under heaven, so the Son of Man will be.
who witnessed about the word of God and the witness about Jesus Christ, everything that he saw.	who witnessed about the word of God and the witness about Jesus Christ, everything that he saw.
But the man out of whom the demons were come begged that he would allow him to remain with him. But he sent the man away, saying:	But the man out of whom the demons were come begged that he would allow him to remain with him. But he sent the man away, saying:
speaking evil about others, hating God, violent, haughty, praising themselves, inventing evil things, not heeding parents ,	speaking evil about others, hating God, violent, haughty, praising themselves, inventing evil things, not heeding parents ,
In answer he said: “ who dips his hand with me in the bowl is who will give me over.	In answer he said: “ who dips his hand with me in the bowl is who will give me over.
and said: “What will you give me if I give him over to you?” And they put thirty silver pieces before him.	and said: “What will you give me if I give him over to you?” And they put thirty silver pieces before him.
On that day Herod and Pilate started a friendship, one with the other, for before this they were enemies.	On that day Herod and Pilate started a friendship, one with the other, for before this they were enemies.
They said to him: “Lord, may our eyes be opened!”	They said to him: “Lord, may our eyes be opened!”
Furthermore, count our Lord's patience as an opportunity for salvation, just like Paul, our beloved brother, also wrote to you by the wisdom given him,	Furthermore, count our Lord's patience as an opportunity for salvation, just like Paul, our beloved brother, also wrote to you by the wisdom given him,
But concerning the resurrection of the dead, did you not read what was said to you by God, when he said:	But concerning the resurrection of the dead, did you not read what was said to you by God, when he said:
For we do not dare to count ourselves among those that speak well of themselves, or compare ourselves with them. When they are their own measure, and compare themselves with themselves, they are not wise.	For we do not dare to count ourselves among those that speak well of themselves, or compare ourselves with them. When they are their own measure, and compare themselves with themselves, they are not wise.
This mystery is great – I am speaking about Christ and the congregation.	This mystery is great – I am speaking about Christ and the congregation.
Simon Peter said to him: “Lord, where are you going away to?” Jesus answered: “Where I am going away you cannot follow me now, but you will follow after.”	Simon Peter said to him: “Lord, where are you going away to?” Jesus answered: “Where I am going away you cannot follow me now, but you will follow after.”
And the soldiers made a crown of some thorns and put it on his head and threw a purple raiment around him,	And the soldiers made a crown of some thorns and put it on his head and threw a purple raiment around him,
son of Melea, son of Menna, son of Mattatha, son of Nathan, son of David,	son of Melea, son of Menna, son of Mattatha, son of Nathan, son of David,
For I had the greatest joy when some brothers came and witnessed about the truth that is in you, and how you walk in the truth.	For I had the greatest joy when some brothers came and witnessed about the truth that is in you, and how you walk in the truth.
Then they laughed at him, since they knew that she was dead.	Then they laughed at him, since they knew that she was dead.
comfort your heart and make you firm in every good deed and word.	comfort your heart and make you firm in every good deed and word.
and indeed you do so, loving the brothers in all of Macedonia. But we encourage you, brothers, that you will do so more fully,	and indeed you do so, loving the brothers in all of Macedonia. But we encourage you, brothers, that you will do so more fully,
But others, in order to test him, sought from him a sign out of heaven.	But others, in order to test him, sought from him a sign out of heaven.
Furthermore, who worked in the army asked him: “What are we to do?” And he said to them: “Do not harass anyone, and do not speak lies about crimes that people have not committed, but let your payment suffice for you.”	Furthermore, who worked in the army asked him: “What are we to do?” And he said to them: “Do not harass anyone, and do not speak lies about crimes that people have not committed, but let your payment suffice for you.”
Be slaves that work with a willing mind, like to the Lord and not to men,	Be slaves that work with a willing mind, like to the Lord and not to men,
For John the Baptist has come, not eating bread or drinking vine, but you say: He is possessed by a demon!	For John the Baptist has come, not eating bread or drinking vine, but you say: He is possessed by a demon!
To the One who can keep you firm by the gospel that I brought and by making known Jesus Christ, by the revelation of the mystery that has been kept in silence for eternities,	To the One who can keep you firm by the gospel that I brought and by making known Jesus Christ, by the revelation of the mystery that has been kept in silence for eternities,
Then he said to the disciple: “Behold your mother!” And from that hour the disciple took her into his own house.	Then he said to the disciple: “Behold your mother!” And from that hour the disciple took her into his own house.
Hypocrites, Isaiah spoke well as a prophet concerning you, when he said: This people give me glory with their lips , but their heart is far from me.	Hypocrites, Isaiah spoke well as a prophet concerning you, when he said: This people give me glory with their lips , but their heart is far from me.
Concerning the non-Jews that believe we have written to them, commanding that it is necessary for them to keep themselves away from what has been sacrificed to idols, from blood, from flesh of strangled animals and from fornication.”	Concerning the non-Jews that believe we have written to them, commanding that it is necessary for them to keep themselves away from what has been sacrificed to idols, from blood, from flesh of strangled animals and from fornication.”
But the chief priests and the entire High Council sought a testimony against Jesus so that they could kill him , but they found nothing.	But the chief priests and the entire High Council sought a testimony against Jesus so that they could kill him , but they found nothing.
But the crowds, knowing whither he went, followed him. And he received them and talked to them about God's kingdom, and he healed who had need of healing.	But the crowds, knowing whither he went, followed him. And he received them and talked to them about God's kingdom, and he healed who had need of healing.
And they brought him tot he place called Golgotha, which means Skull Place .	And they brought him tot he place called Golgotha, which means Skull Place .
Fight the good fight of faith, seize the eternal life to which you were called and of which you made a good confession before many witnesses.	Fight the good fight of faith, seize the eternal life to which you were called and of which you made a good confession before many witnesses.
Truly, truly I say to you: who believes has eternal life.	Truly, truly I say to you: who believes has eternal life.
We are obliged to always give God thanks concerning you, brothers, as is proper; for your faith is growing extremely quickly, and among you everyone's love of the others is ever more great.	We are obliged to always give God thanks concerning you, brothers, as is proper; for your faith is growing extremely quickly, and among you everyone's love of the others is ever more great.
But when the Jews spoke against that, it was necessary for me to put my case before the High King – but not as if I have anything evil to say against my nation.	But when the Jews spoke against that, it was necessary for me to put my case before the High King – but not as if I have anything evil to say against my nation.
Blessed be God, Father of Jesus Christ our Lord, who has blessed us with every blessing of the spirit in the heavenly places in Christ,	Blessed be God, Father of Jesus Christ our Lord, who has blessed us with every blessing of the spirit in the heavenly places in Christ,
But if you heed faces , you sin, since you receive a rebuke from the Law, about breaking it.	But if you heed faces , you sin, since you receive a rebuke from the Law, about breaking it.
Others said: “These are not the sayings of a demon-possessed man. Surely a demon cannot open the eyes of blind ?”	Others said: “These are not the sayings of a demon-possessed man. Surely a demon cannot open the eyes of blind ?”
Then he told them a comparision about the need of praying and not stop trying,	Then he told them a comparision about the need of praying and not stop trying,
But now they are many bodyparts, and yet one body.	But now they are many bodyparts, and yet one body.
If he called gods the people to whom God’s word came – and the Scripture one cannot put away –	If he called gods the people to whom God’s word came – and the Scripture one cannot put away –
Now evening was near, and was Preparation, that is, the day before the day of rest.	Now evening was near, and was Preparation, that is, the day before the day of rest.
Jesus said to him: “I the way and the truth and the life. No one comes to the Father except through me.	Jesus said to him: “I the way and the truth and the life. No one comes to the Father except through me.
Furthermore, if your brother sins, go and rebuke him between you and he alone. If he listens to you, you have gained your brother.	Furthermore, if your brother sins, go and rebuke him between you and he alone. If he listens to you, you have gained your brother.
In those days, while again there was a huge crowd with him and they had nothing to eat, he summoned his disciples and said to them:	In those days, while again there was a huge crowd with him and they had nothing to eat, he summoned his disciples and said to them:
Deep grief seized the king, and yet he did not want to reject that the maiden asked, since he gave his oaths before the people at the table.	Deep grief seized the king, and yet he did not want to reject that the maiden asked, since he gave his oaths before the people at the table.
And as things stand now, I say to you: Let these men be and do not trouble them, for if this matter or things doing is from men, it will be undone,	And as things stand now, I say to you: Let these men be and do not trouble them, for if this matter or things doing is from men, it will be undone,
To the one that can guard you from falling and put you unmarred before his glory with great joy,	To the one that can guard you from falling and put you unmarred before his glory with great joy,
But all that heard him were filled with wonder and said: “Is this man not who in Jerusalem destroyed all that call on this name, and who came here for the purpose that he was going to lead them bound to the chief priests?	But all that heard him were filled with wonder and said: “Is this man not who in Jerusalem destroyed all that call on this name, and who came here for the purpose that he was going to lead them bound to the chief priests?
furthermore, for the wailing to be as if they were not wailing, and for that have joy as if they lacked joy, and for that trade to be as those that do not possess,	furthermore, for the wailing to be as if they were not wailing, and for that have joy as if they lacked joy, and for that trade to be as those that do not possess,
They were too good for this world. They wandered in deserts and caves and holes in earth.	They were too good for this world. They wandered in deserts and caves and holes in earth.
For if, when we were enemies, peace was established between us and God by the death of his Son, that much more we shall be saved by his life now that we have peace with him.	For if, when we were enemies, peace was established between us and God by the death of his Son, that much more we shall be saved by his life now that we have peace with him.
If he existed now on earth, he was not a priest, for there are those that sacrifice gifts by the Law.	If he existed now on earth, he was not a priest, for there are those that sacrifice gifts by the Law.
Then it says: “I will return to my house from which I moved,” and coming to it, it finds the house empty, but clean and adorned.	Then it says: “I will return to my house from which I moved,” and coming to it, it finds the house empty, but clean and adorned.
For everyone will carry his own burden.	For everyone will carry his own burden.
“The scribes and the Pharisees are sitting on the chair of Moses.	“The scribes and the Pharisees are sitting on the chair of Moses.
and Uzziah begat Jotham, and Jotham begat Ahaz, and Ahaz begat Hezekiah,	and Uzziah begat Jotham, and Jotham begat Ahaz, and Ahaz begat Hezekiah,
As he was sowing some seems fell beside the road, and the birds came and ate them.	As he was sowing some seems fell beside the road, and the birds came and ate them.
Do you still not understand, and do you not recall the five breads for the five thousand, and the number of baskets that you took up?	Do you still not understand, and do you not recall the five breads for the five thousand, and the number of baskets that you took up?
Now I urge you, brothers, that you will keep your eye on those that cause splits and slippings from the teaching that you received, and turn yourselves away from them.	Now I urge you, brothers, that you will keep your eye on those that cause splits and slippings from the teaching that you received, and turn yourselves away from them.
Furthermore, whom did God loathe throughout forty years? Were they not the ones that sinned, the people whose corpses fell in the desert?	Furthermore, whom did God loathe throughout forty years? Were they not the ones that sinned, the people whose corpses fell in the desert?
And behold! two men talked with him, who were Moses and Elijah.	And behold! two men talked with him, who were Moses and Elijah.
You know that when you were of the nations, you were drawn away, being led to the dumb idols.	You know that when you were of the nations, you were drawn away, being led to the dumb idols.
If I did not come and talked to them, they did not have sin; but now they do not have reason to give concerning their sin.	If I did not come and talked to them, they did not have sin; but now they do not have reason to give concerning their sin.
Therefore we were put in a grave with him by his baptism. Thus, like also the Christ was raised from dead by the glory of the Father, also we were going to walk in a new life.	Therefore we were put in a grave with him by his baptism. Thus, like also the Christ was raised from dead by the glory of the Father, also we were going to walk in a new life.
Did that which was good cause death to me? By no means! But sin did so, causing death in me by which is good, to reveal what sin really is , and for it to be sinful beyond measure by the commandment.	Did that which was good cause death to me? By no means! But sin did so, causing death in me by which is good, to reveal what sin really is , and for it to be sinful beyond measure by the commandment.
He said to him: 'Your brother has come, and your father has killed the fattened young bull, since he received him back in good health.'	He said to him: 'Your brother has come, and your father has killed the fattened young bull, since he received him back in good health.'
In his humiliation the judgement was taken away from him. About his generation who will tell? For his life has been taken away from earth.”	In his humiliation the judgement was taken away from him. About his generation who will tell? For his life has been taken away from earth.”
John said to him: “Teacher, we saw a person throwing out demons, and we tried to stop him, since he did not follow us.”	John said to him: “Teacher, we saw a person throwing out demons, and we tried to stop him, since he did not follow us.”
Thus, when these men were being sent, they went down to Antioch, and they gathered the multitude and gave them the letter.	Thus, when these men were being sent, they went down to Antioch, and they gathered the multitude and gave them the letter.
The third angel sounded his trumpet, and a huge star fell from heaven, burning like a lamp, and it fell on the third part of the rivers and springs of water.	The third angel sounded his trumpet, and a huge star fell from heaven, burning like a lamp, and it fell on the third part of the rivers and springs of water.
And in the same moment one among them took a sponge and filled it with sour wine and put it on a reed and let him drink.	And in the same moment one among them took a sponge and filled it with sour wine and put it on a reed and let him drink.
but you sanctify the Christ as Lord in your heart. Always have your answer ready for everyone who demands a reason for the hope that dwells in you, but do so in a mild manner and having awe .	but you sanctify the Christ as Lord in your heart. Always have your answer ready for everyone who demands a reason for the hope that dwells in you, but do so in a mild manner and having awe .
Jesus turned and, noticing her, said: “Courage, daughter! Your faith has saved you!” And from that time the woman had health.	Jesus turned and, noticing her, said: “Courage, daughter! Your faith has saved you!” And from that time the woman had health.
But Jesus, knowing by himself that his disiciples murmured about this, said to them: “Does this cause you to fall?	But Jesus, knowing by himself that his disiciples murmured about this, said to them: “Does this cause you to fall?
If they did, did one not stop sacrificing, the worshippers being cleansed a single time and forever, no more perceiving sin in themselves?	If they did, did one not stop sacrificing, the worshippers being cleansed a single time and forever, no more perceiving sin in themselves?
Going into one of the boats, which was Simon's, he asked him to go a short distance from the land. Then he sat down, and from the boat he taught the crowds.When he ceased to speak, he said to Simon: “Go to where it is deep, and you put down your nets for a catch.”	Going into one of the boats, which was Simon's, he asked him to go a short distance from the land. Then he sat down, and from the boat he taught the crowds.When he ceased to speak, he said to Simon: “Go to where it is deep, and you put down your nets for a catch.”
But now I am writing to you: Do not remain with anyone called a brother who is a fornicator, or a person who speaks mockery, or who drinks too much, or who is a robber. Furthermore, do not eat with such a person.	But now I am writing to you: Do not remain with anyone called a brother who is a fornicator, or a person who speaks mockery, or who drinks too much, or who is a robber. Furthermore, do not eat with such a person.
Also from Jerusalem and Idumea and from beyond Jordan and from the region around Tyre and Sidon a great host came to him, since they heard about all the things that he did.	Also from Jerusalem and Idumea and from beyond Jordan and from the region around Tyre and Sidon a great host came to him, since they heard about all the things that he did.
They said to him: “In Bethlehem of Judea, for so is written by the prophet:	They said to him: “In Bethlehem of Judea, for so is written by the prophet:
"Furthermore, which they saw was so terrible that it caused Moses to say: ""I am afraid and shaking!"""	"Furthermore, which they saw was so terrible that it caused Moses to say: ""I am afraid and shaking!"""
Also Jesus and his disciples were invited to the wedding.	Also Jesus and his disciples were invited to the wedding.
And their corpses shall lie in the broad street in the huge city that in the manner of spirit is called Sodom and Egypt, where also their Lord was crucified.	And their corpses shall lie in the broad street in the huge city that in the manner of spirit is called Sodom and Egypt, where also their Lord was crucified.
And when he spoke with him, he went inside and found numerous people assembled.	And when he spoke with him, he went inside and found numerous people assembled.
They bind heavy burdens and put them on people's back, but they do not wish to touch them with their finger.	They bind heavy burdens and put them on people's back, but they do not wish to touch them with their finger.
Or how can anyone go into the house of a strong man and take his goods, if he does not firstly bind the strong man? And then he will steal the things in his house.	Or how can anyone go into the house of a strong man and take his goods, if he does not firstly bind the strong man? And then he will steal the things in his house.
Milk I gave to you, not firm food, for that you could not yet eat. Indeed you still fail to be able,	Milk I gave to you, not firm food, for that you could not yet eat. Indeed you still fail to be able,
but you killed the Chief of life. But God raised him from dead, of which all among us are witnesses.	but you killed the Chief of life. But God raised him from dead, of which all among us are witnesses.
of which he gave promise beforehand through his prophets in the holy scriptures,	of which he gave promise beforehand through his prophets in the holy scriptures,
“Blessed be the Lord, God of Israel, since he has heeded and has delivered his people!	“Blessed be the Lord, God of Israel, since he has heeded and has delivered his people!
'Also the dust which stuck to our feet from your city we shake away to you. But this thing you are to know, that God's kingdom has come near!'	'Also the dust which stuck to our feet from your city we shake away to you. But this thing you are to know, that God's kingdom has come near!'
Then they gave heed to what he said. After summoning the apostles they flayed them and commanded them: “Do not speak in the name of Jesus!” Then they allowed them to go.	Then they gave heed to what he said. After summoning the apostles they flayed them and commanded them: “Do not speak in the name of Jesus!” Then they allowed them to go.
