ENGLISH	QUENYA
For also if I praise myself too much concerning the power that the Lord gave to us – to build you up and not to tear you down – I shall not be humbled.	An yando qui laitanyexe acca ole pa i túre ya i Heru antane men – carastien le ama ar lá narcien le undu – uan nauva nucumna.
goods like gold and silver and jewels and fine linen and purple and silk and scarlet, and every fragrant wood and every vessel of ivory and every vessel of most precious wood and copper and iron and marble,	armar ve malta ar telpe ar míri ar marillar ar mára páşe ar luicarne ar samin ar mirucarne, ar ilya níşima tavar ar ilya vene mortavarwa ar ilya vene ammaira tavarwa ar urus ar anga ar alas,
For many deceivers have gone forth into the world, the ones that do not confess Jesus Christ come in the flesh. This is the deceiver and the Antichrist.	An rimbe útulyandoli eteménier mir i mar, i uar etequenta Yésus Hristo túlienwa i hrávesse. Si ná i útulyando ar i Anahristo.
For the husband who does not believe is sanctified by the woman, and the wife that does not believe is sanctified by the brother. If not your children were unclean, but now they are holy.	An i veru ye ua save airinta ná i nissenen, ar i veri ye ua save airinta ná i hánonen. Qui lá, hínaldar anwave náner úpoice, mal sí nalte airi.
And at his meetings with them he gave them the commands: “Do not go away from Jerusalem, but remain, waiting for that about which the Father gave his promise, and about which you heard from me.	Ar omentieryassen aselte antanes tien i canwar: “Áva lelya oa Yerúsalemello, mal á lemya, hopila tan pa ya i Atar antane vandarya, ar pa ya hlasselde nillo.
Then he spoke to them this comparison: “A man had a fig tree in his garden of vines, and he came to seek fruit on it, but he found nothing.	Tá quentes téna sestie sina: “Nér sáme relyávalda tarwaryasse liantassion, ar túles cestien yáve sesse, mal hirnes munta.
Jesus loved Martha and her sister and Lazarus.	Yésus méle Marşa ar néşarya ar Lasarus.
Philip opened his mouth, and beginning from this scripture he made known to him the gospel about Jesus.	Filip pantane antorya, ar yestala tehtele sinallo carnes sinwa sen i evandilyon pa Yésus.
You remind them that they are to subject themselves governments and authorities , for them to be ready for every good work.	Alye renta te i panyuvaltexer nu turier ar héri, náven manwe ilya mára cardan.
making true what was written through Isaiah the Prophet, saying: “He took our illnesses and bore our sicknesses!”	carien nanwa ya náne quétina ter Yesaia i Erutercáno, quétala: “Sé nampe hlívelvar ar colde quámelvar!”
For Jesus said to him: “Unclean spirit, come out of the man!”	An Yésus quente senna: “Úpoica faire, tula et i nerello!”
Indeed for this reason, when for me it was not possible to bear it more, I sent to know your faithfulness. My fear was that perhaps the Tempter has tempted you in this or that manner, and our toil was for nothing.	É sina castanen, íre inyen ua ence cole sa ambe, mentanen istien voronwielda. Caurenya náne i cé i Şahtando le-aşahtie mi sina hya sana lé, ar mótielma náne muntan.
But when Michael the Chief Angel quarreled with the Devid and had a dispute concerning the body of Moses, he did not dare to speak to him with mockery, but he said: «May the Lord rebuke you!»	Mal íre Mícael i Héra Vala costane as i Arauco ar sáme cos pa hroarya Móses, uas veryane quete senna yaiwenen, mal eques: «Nai i Héru tulcarpuva lyenna!»
For from you the Lord's word has been made known, not in Macedonia and Achaia alone, but to every place your faith in God has gone out, and so we not not have need of saying a single thing.	An lello i Heruo quetta anaie carna sinwa, lá rie Maceroniasse ar Acaiasse, mal ilya nómenna savielda Erusse eteménie, ar sie ualme same maure quetiéva erya nat.
We do not give ourselves good witness before you, but we give you an opportunity to praise yourselves by means of us, for you to have an answer to that praise themselves for outer appearance, but not for the heart.	Ualme anta immen mára vettie epe le, mal antalme len ecie laitien inde elmenen, samieldan hanquenta in laitar inte etya ilcen, mal lá i endan.
Not before he is dead is it in force, since it does not have force at time that the person who made it, is alive.	Lá nó náse qualin nas túresse, pan uas same túre mí lúme ya i quén ye carne sa, ná coirea.
After making an agreement with the workers about one denarius for the day, he sent them into his garden.	Apa carie vére as i molindor pa er lenár i auren, mentanes te mir tarwarya.
But let endurance complete its work, for you to be perfect and completed in all things, lacking nothing.	Mal lava voronwen telya mótierya, náveldan ilvane ar telyaine ilye natassen, pénala munta.
Furthermore, if he has done anything wrong or has a debt to you, count that against me.	Ente, qui acáries aiqua raica hya same rohta lyen, nota ta inyenna.
Furthermore, he is not being served by men's hands, as if he has need of a single thing, he himself giving to all life and breath and all things.	Ente, uas veuyaina atanion mainen, ve au samis maure erya natwa, isse immo antala illin coivie ar şúle ar ilye nati.
In him also you are built up together into a place where God will dwell by spirit.	Mi sé yando elde nar carastaine ama uo mir nóme yasse Eru maruva fairenen.
When the uprising was over, Paul summoned the disciples, and after he encouraged them and said farewell to them, he went away to go into Macedonia.	Íre i amortie náne vanwa, Paulo tultane i hildor, ar apa hortanes te ar quente námarie téna, lendes oa menien mir Maceronia.
After saying this she showed them his hands and his side. Then the disciples were happy when they saw the Lord.	Apa quetie si tannes tien máryat ar etterya. Tá i hildor nér alassie íre cennelte i Heru.
And I received joy and comfort by your love, for the warm feelings of the holy ones are renewed by means of you, brother.	An camnen túra alasse ar tiutie melmelyanen, an i airion lauce felmi nar envinyante elyenen, háno.
And for this thing I am praying: that your love will still be more and more abundant, by knowledge and by keenness of perception,	Ar nat sinan hyáman: i melmelda en nauva ambe ar ambe úvea, istyanen ar laicenen,
And the disciples gathered before Jesus and told him all the things that they did and taught.	Ar i hildor ocomner epe Yésus ar nyarner sen ilye i nati yar carnelte ar peantanelte.
Then he also spoke this comparison: “Surely a blind person cannot lead a blind person? Will not both fall into a hollow?	Tá yando quentes sestie téna: “Lau cénelóra quén pole tulya cénelóra quén? Ma yúyo uat lantuva mir unque?
Therefore you will say to me: “How is that he still says that anyone has guilt? For who has been able to stand against his will?”	Etta quetuval ninna: “Manen ná i en quetis in aiquen same cáma? An man opólie tare şelmaryanna?”
But his disciples answered him: “From where will anyone, in this lonely place, get breads sufficient for these people?”	Mal hildoryar hanquenter senna: “Mallo aiquen, eressea nóme sinasse, ñetuva massar fárie sine quenin?”
Seek what is good to the Lord,	Á cesta mana mára ná i Herun,
Now when he looked he saw the rich putting their gifts in the treasuries.	Sí íre yentes cennes i lárear panyea annaltar i harwessen.
But the end of all things has come near. Therefore be in health of mind and keep your keenness of perception, in order to pray.	Mal ilye nation metta utúlie hare. Etta na málesse sámo ar hepa laicelda, hyamien.
Thus, therefore, no one among you that does not say farewell to all his goods can be my disciple.	Sie, etta, úquen mici le ye ua quete namárie ilye armaryannar pole náve hildonya.
Men, brothers, sons of the kin of Abraham and the people among you that fear God: To you the word of this salvation has been sent.	Neri, hánor, yondor nosseo Avrahámo ar i queni mici le i rucir Erullo: Elmenna i quetta rehtie sino anaie mentana.
Furthermore, if I throw out the demons by Beelzebub, by whom do your sons throw them out? Therefore they will be your judges.	Ente, qui inye et-hate i raucor Vélsevuvnen, mannen yondoldar et-hatir te? Etta té nauvar námoldar.
True, the men in the descent from Levi that receive the priesthood have a command in the Law about taking tithes from the people, that is, rom their own brothers, though they as well are Abraham's kin.	Nanwa, i neri i ontalesse Lévillo i camir i airimosse samir axan i Şanyesse pa mapie quaistar i liello, ta ná, vére hánoltallon, ómu yando té nar Avrahámo nosseo.
Finally, brothers: All things that are true, all that are serious , all that are just, all that are pure, all that are desirable, all of which one speaks well, every goodness and everything being worthy of praise – think about them!	Teldave, hánor: Ilye nati yar nanwe nar, ilye yar lunge nar, ilye yar faile nar, ilye yar poice nar, ilye yar írime nar, ilye pa yar mo quete mai, ilya márie ar ilqua nála valda laitaleo – á sana pa tai!
But you take heed; I have told you everything beforehand.	Mal alde cime; len-anyárien ilqua nóvo.
And he brought them into his house and put food on the table before them , and he had great joy with his entire familty, since he found faith in God.	Ar talleset mir coarya ar panyane matta i sarnosse epe tu, ar sámes túra alasse as quanda nosserya, pan hirnes savie Erusse.
and standing in tears behind Jesus by his feet, the woman started to make his feet wet with her tears and wiped them off with the hair of her head, and she kissed his feet and annointed them with the fragrant oil.	ar tárala níressen ca Yésus ara talyat, i nís yestane care talyat mixe níreryainen ar aupsarne tai caryo findelénen, ar minques talyat ar líve tu i níşima millonen.
For the Son of God, Jesus Christ, who was made known among you through us – that is, through me and Silvanus and Timothy – was not made Yes and yet No, but Yes has remained in him.	An i Eruion, Yésus Hristo, ye náne carna sinwa mici le ter elme – ta ná, ter inye ar Silváno ar Timoşeo – úne carna Ná ananta Ui, mal Ná teramárie sesse.
Sell that you have and give gifts to the poor. Make for yourselves pouches that will not ever wear, an unfailing treasure in heaven, where a thief does not come near or a moth devour.	Vaca yar samilde ar á anta annar i penyain. Cara len pocoller i ua oi yeryuvar, alaloitala harma menelde, yasse arpo ua tule hare hya malo ammate.
son of Enosh, son of Set, son of Adam, God's son.	yondorya Enos, yondorya Set, yondorya Atan, Eruo yondo.
But the Scripture put all things together in custody of sin, and so the promise that comes from faith will be given to that believe.	Mal i Tehtele panyane ilye nati uo i mandosse úcareo, ar sie i vanda ya tule saviello nauva antaina in savir.
Now about foods sacrificed to idols: We know that all among us have knowledge. Knowledge makes people haughty, but love builds them up.	Sí pa mattar yácine cordonin: Istalve in illi mici vi samir istya. Istya care queni turquime, mal melme carasta te ama.
Therefore the crowd answered him: “We have heard from the Law that the Christ remains forever, and how may you say that is necessary for the Son of Man to be lifted up? Who is this Son of Man?”	Etta i şanga hanquente senna: “Ahlárielme i Şanyello i termare i Hristo tennoio, ar manen lertal quete i mauya i Atanyondon náve ortaina? Man ná Atanyondo sina?”
For you know this above everything, that in the last days will come blasphemers speaking mockery, behaving according to their own desires	An istalde si or ilqua, i mí métime auri tuluvar naiquétoli quétala yaiwe, lengala ve vére íreltar
For though the persecution is passing and is not heavy, it is preparing for us an eternal measure of glory ever more abundant,	An ómu i roitie ná autala ar ua lunga, manweas men oira lesta alcaro oi ambe úvea,
a woman having a stone-box full of fragrant oil came to him, and she poured it on his head when he lay at the table.	nís arwa ondocolco quanta níşima millo túle senna, ar sa-ulyanes caryanna íre caines ara i sarno.
And therefore I wrote as I did, that when I came I was not going to have grief from the people for whom compelled to bring me joy. For I was sure about you all, that in my joy all among you were going to have a part.	Ar etta tencen ve carnen, i íre túlen uan samumne nyére i quenillon in mauyane tala nin alasse. An anen tanca pa elde illi, i alassenyasse illi mici le samumner ranta.
Behold! The people from the synagogue of Satan, who call themselves Jews and yet are not, but are lying – behold! I shall cause them to come and fall down before your feet, and I shall make them know that I have loved you.	Yé! I queni yomencoallo Sátanwa, i estar inte Yúrar ananta uar, mal húrar – yé! tyaruvanyet tule ar lanta undu epe talulyat, ar tyaruvanyet ista i emélien lye.
And the people there, who spoke a language that we did not understand, behaved towards us with kindness beyond what is usual, for they kindled a fire and received us all, by reason of the rain that fell, and of the cold.	Ar i queni tasse, i quenter lambe ya ualme hanyane, lenganer menna lissenen han ya senwa ná, an nartanelte ruine ar camner me illi, castanen i ulo ya lantane, ar i ringiéno.
And he said yes to what they suggested and sought a good moment to give him over when was not a crowd with them.	Ar quentes ná yan intyanelte ar cestane mára lú antien se olla íre ua enge şanga aselte.
but friendly to strangers, a friend of what is good , in health of mind, just, holy, knowing to control himself,	mal nilda etteleain, meldo máriéno, málesse sámo, faila, aire, istala ture inse,
Indeed I baptized also the family of Stephanas. Of the others I do not know that I baptized anyone.	É sumbanen yú nosserya Stefánas. Pa i exi uan ista i sumbanen aiquen.
But he answered: “If he is a sinner I do not know. One thing I know, that after being blind I now see.”	Mal sé hanquente: “Qui náse úcarindo uan ista. Er nat istan, i apa náve lomba sí cenin.”
Recall Jesus Christ, raised from dead, of the seed of David, as made known in my gospel,	Enyala Yésus Hristo, ortaina qualinallon, Laviro erdeo, ve carna sinwa mi evandilinya,
But who hates his brother is in the darkness and walks in the darkness, and he does not know where he is going, for the darkness has made his eyes blind.	Mal ye yelta hánorya ea i morniesse ar vanta i morniesse, ar uas ista yasse ménas, pan i mornie acárie henyat cénelóre.
And yet Jesus said: “A person touched me, for I perceived that went power out of me.”	Ananta Yésus quente: “Quén appane ni, an túnen i lende túre et nillo.”
And they asked him: “Then what? Are you Elijah?” And he said: “I am not.” “Are you the Prophet?” And he answered: “No!”	Ar cenşeltes: “Tá mana? Ma nalye Elía?” Ar eques: “Uan.” “Ma nalye i Erutercáno?” Ar hanquentes: “Lá!”
for all these things are that the nations of the world seek, but your Father knows that you have need of these things.	an ilye nati sine nar yar i mardo nóri cestar, ono Atarelda ista i samilde maure sine nativa.
When Moses saw it, what he saw filled him with wonder. But when he went near to examine , the Lord's voice came:	Íre Móses cenne sa, ya cennes quante se elmendanen. Mal íre lendes hare ce$ien, i Héruo óma túle:
Thus God, who knows the hearts, witnessed to them by giving them the Holy Spirit, as he also did to us.	Sie Eru, ye ista i endar, vettane tien antavénen tien i Aire Fea, ve yú carnes elven.
I know him, for from him I come, and he sent me.”	Inye ista se, an sello tulin, ar sé mentane ni.”
But “if your enemy is hungry, give him something to eat; if he is thirsty, give him something to drink; for by so doing you gather fiery coals on his head.”	Mal “qui ñottolya maita ná, ásen anta nat matien; qui náse soica, ásen anta nat sucien; an cariénen sie comyal uruiti hyulmali caryasse.”
and said to him: “Say us by what authority you are doing these things, and who has given you this authority!”	ar quenter senna: “Queta men mana túrenen cáral nati sine, ar man ánie lyen túre sina!”
For to God we are Christ's sweet scent, among that will be saved and that will be destroyed	An Erun nalme Hristo lisse ne, imíca i nauvar rehtaine ar i nauvar nancarne
But to stop it from being spread more widely in the people, let us rebuke them , that they are not to speak more by this name to anyone.”	Mal pustien sa návello vintana ambe palan i liesse, alve naitya tu, in ávatte quetuva ambe esse sinanen aiquenna.”
Jesus said to him: “Follow me, and let the dead bring their dead ones to their graves!”	Yésus quente senna: “Áni hilya, ar lava i qualinain tala qualinaltar sapsaltannar!”
When we did not see the Sun or stars for many days, and no small storm lay upon us, all hope of our salvation faded.	Íre ualme cenne Anar hya tinwi rimbe rélissen, ar lá pitya raumo caine menna, firne ilya estel rehtielmo.
and completed the days. But when they returned, Jesus the boy remained in Jerusalem, and his parents did not notice it.	ar telyaner i auri. Mal íre nanwennette, Yésus i seldo lemyane Yerúsalemesse, ar nostaruryat uat túne sa.
For behold! this thing itself – that you had grief which is of God – how great is the urgency that it has caused! How you stood up for yourselves! How you are provoked! How you long! How your spirit burns! How you wish to punish evil! In everything you have shown yourselves clean in this matter.	An yé! nat sina imma – i sámelde nyére ya náne Eruo – manen túra ná i horme ya atyáries! Manen atárielde ama inden! Manen horyalde! Manen milyalde! Manen şúlelda urya! Manen merilde paimeta ulco! Ilquasse atánieldexer poice natto sinasse.
When he started the reckoning, a person having a debt of ten thousand talents was brought to him.	Íre yestanes i onótie, qúen arwa rohto talention húmi quean náne tulyana senna.
I baptize you with water, into repentance. But that comes after me is mightier than I – I am not worthy to take the shoes from his feet. He will baptize you with Holy Spirit and with fire.	Inye sumba le nennen, mir inwis. Mal ye tuluva apa ni ná taura epe ni – inye ua valda mapa i hyapatu talyalto. Sé le-sumbuva Aire Feanen ar nárenen.
And the man looked up and said: “I see the people, for I look at what seems like walking trees!”	Ar i nér yente ama ar quente: “Cénan i queni, an yétan ya şéya ve vantala aldali!”
But his disciples asked him: “What does the comparison mean?”	Mal hildoryar maquenter senna: “Mana tea i sestie?”
But Jacob heard that was food in Egypt, and he sent our fathers the first time.	Mal Yácov hlasse i enge matta Mirrandoresse, ar mentanes atarilvar i minya lú.
Thus you know well how we encouraged everyone among you, like a father encouraging his children,	Sie istalde mai manen hortanelme ilquen mici le, ve atar hortala hínaryar,
Therefore, when the other slaves saw which happened, they had deep grief, and they went and told to their lord everything that had happened.	Etta, íre i hyane móli cenner ya martane, sámelte tumna naire, ar lendelte ar nyarner herultan ilqua ya martanelyane.
Therefore they gathered them, and they filled twelwe baskets with pieces of the five breads of barley – the leftovers left over by the people having eaten.	Etta comyaneltet, ar quantelte vircolcar yunque mittalínen i massaron findoriva lempe – i lembar hehtaine lo i mátienwe queni.
After putting them in their midst they asked: “By what power and by whose name did you do this thing?”	Apa panie tu endaltasse maquentelte: “Mana túrenen hya mano essenen carneste nat sina?”
as unknown and yet well known, as dying and behold! we are alive, as receiving chastisement and yet not slain,	ve úsinwe ananta mai sinwe, ve quálala ar yé! nalme coirie, ve cámala paimesta ananta lá nance,
but Jesus was faithful as Son in the house of that Person.	mal Yésus náne voronda ve Yondo i coasse tana Quenwa.
In the same manner also the robbers crucified with him abused him.	Mí imya lé yú i pilur tarwestane óse naityaner se.
The Sun will become darkness and the Moon will become blood, before the Lord's great and mighty day shall come.	Anar oluva mornie ar Işil oluva serce, nó i Héruo túra ar meletya aure tuluva.
And again Isaiah said: “ will be the root of Jesse, and who rises to rule nations; in him nations will put their hope.”	Ar ata eque Isaia: “Euva Yesseo şundo, ar ye orta turien nóri; sesse nóri panyuvar estelelta.”
It happened in those days that he went up into the mountain to pray, and he remained there through the night, in prayer to God	Túle ente auressen i lendes ama mir i oron hyamien, ar lemnes tasse ter i lóme, hyamiesse Erunna.
 exist numerous kinds of work, but the same God works everything in everyone.	Ear rimbe nostalélion molie, mal i imya Aino mole ilqua mi ilquen.
And in answer the angel said to her: “Holy Spirit will come upon you, and the power of the Most High will overshadow you; thus also the holy being born will be called God's Son.	Ar hanquentasse i vala quente senna: “Aire Fea tuluva lyenna, ar i Antaro túre teltuva lye; sie yando i aire nála nóna nauva estaina Eruo Yondo.
But people of his land hated him and sent behind him people that were going to speak for them, to say: 'We do not want this man as king over us.'	Mal nóreryo queni téver se ar mentaner ca se quelli i carpumner tien, quetien: 'Ualme mere nér sina ve aran or me.'
Philip was from Bethsaida, the city of Andrew and Peter.	Filip náne Vetsairallo, i osto Andreas ar Pétero.
And he said: “For this reason I have said to you: Nobody can come to me if that is not given him by the Father.”	Ar eques: “Sina castanen equétien lenna: Úquen pole tule ninna qui ta ui antaina sen lo i Atar.”
Therefore, you hear the comparison about the sower:	Etta, elde hlara i sestie pa i rerindo:
When Jesus returned , he was received by the crowd, for all waited for him.	Íre Yésus nanwenne, anes cámina lo i şanga, an illi lartaner sen.
according to my great longing and my hope that I shall be humbled in nothing, but in all boldness the Christ shall be praised by means of my body – as always before, so also now, in life or in death.	ve maivoinenya ar estelinya i nauvan nucumna muntasse, mal ilya veriesse i Hristo nauva laitana hroanyanen – tambe illume yá, síve yando sí, coiviesse hya qualmesse.
And after calling them they commanded them that it was necessary for them to completely cease to speak and teach by the name of Jesus.	Ar apa yalie tu cannelte tun i mauyane tun aqua pusta quete ar peanta Yésuo essenen.
If anyone teaches another teaching and does not receive the healthful words of Jesus Christ our lord or the reverent teaching,	Qui aiquen peanta hyana peantie ar ua came i málie quettar Yésus Hristo Herulvo hya i ainocimya peantie,
And on the following day he took two denarii, gave them to the chief of the inn, and said: 'Heed his needs, and anything that you use beyond this, I will pay you back when I shall return hither.'	Ar i hilyala auresse nampes lenár atta, antane tu i turcon i sendasseo, ar quente: 'Cima maureryar, ar aiqua ya yuhtal han si, inye nampaityuva lyen íre nanwenuvan sir.'
And all were in wonder about God's majestic power.	Ar illi náner elmendasse pa Eruo meletya túre.
They were silent, for on the road they had a dispute about who among them was greatest.	Anelte quilde, an i mallesse sámelte cos pa man mici te i antúra né.
Thus he said to them again: “I go away, and you will seek me, and yet you will die in your sin. To where I go away you cannot come.	Sie quentes téna ata: “Autan, ar cestuvalden, ananta qualuvalde úcareldasse. Yanna inye auta lé uar pole tule.”
You are already clean, by the word that I have spoken to you.	Lé nar nollo poice i quettanen ya equétien len.
There is no fear in love, since perfect love throws fear out, because fear carries punishment with itself. who fears is not made perfect in love.	Lá ea caure melmesse, mal ilvana melme hate caure etsenna, pan caure cole paime as imma. Ye ruce ui carna ilvana melmesse.
Look! The hour is coming, indeed it has come, when you shall be scattered everyone to his own house, and me you will leave alone, and yet I am not alone, since the Father is with me.	Yé! I lúme túla, é utúlies, yasse nauvalde vintaine ilquen véra coaryanna, ar ní hehtuvalde erinqua, ananta uan erinqua, pan i Atar ea óni.
When the cultivators saw him, they spoke among themselves and said: 'That is the heir! Let us kill him, and we will possess his portion!'	Íre i alamor cenner se, carampelte mici inte ar quenter: 'Ta ná i aryon! Alve nahta se, ar elme haryuvar masserya!'
While still he spoke, behold! a crowd, and the man called Judas, one of the twelve, went in front of them. He came to Jesus to kiss him.	Íre ena carampes, yé! şanga, ar i nér estaina Yúras, quén i yunqueo, lende opo te. Túles Yésunna miquien se.
Therefore they said to him: “What did he do to you? How did he open your eyes?”	Etta quentelte senna: “Mana carnes lyen? Manen latyanes hendulyat?”
as the Father knows me and I know the Father, and I give my life on behalf of the sheep.	síve i Atar ista ni ar inye ista i Atar, ar antan coivienya rá i mámain.
Furthermore, the greater number of the brothers in the Lord, that have received courage by my chains, more extensively dare to speak the word without fear.	Ente, i amarimbar i hánoron i Herusse, i acámier huore naxanyainen, ambe yondave veryar quete i quetta ú caureo.
though angels, that are stronger and mightier than them, do not speak harsh words of judgement against them before the Lord.	ómu vali, i nar polde ar taure lá té, uar quete narace quettar namiéva ana te epe i Héru.
but also about us. It will be counted to us – to the people who believe in him that raised Jesus our Lord from dead.	mal yú pa elve. Nauvas nótina elven – i quenin i savilve sesse ye ortane Yésus Herulva qualinallon.
I say to you that you do well if you buy from me gold purified by fire, for you to be rich, and white garments, for you to be clad and to stop the humiliation of your nakedness from being shown, and salve to put on your eyes, for you to see.	quetin lyenna i caril mai qui mancal nillo malta poitana nárenen, návelyan lárea, ar ninqui larmar, návelyan vaina ar pustien heldielyo nucumnie návello tanana, ar laive panien hendulyatse, cenielyan.
And though his faith did not fade, he noticed his own body, which was like dead when he was close to a hundred years, and he also perceived how dead Sarah's womb was.	Ar ómu savierya ua firne, túnes véra hroarya, ya náne ve qualina íre anes hare loannar tuxa, ar yú tunes manen qualin Saro móna né.
But in every manner we get good witness as God's servants – in great steadfastness, in tribulations, in needs, in difficulties,	Mal mi ilya lé ñetilme mara vettie ve Eruo núror – túra voronwiesse, şangiessen, mauressen, hrangiessen,
And the four angels were released, who were prepared for the hour, for the day, for the month and for the year, to kill one third of Men.	Ar i vali canta náner leryane, i náner manwane i lúmen, i auren, i astan ar i loan, nahtien nelesta Atanion.
Beloved ones, if your heart does not accuse us, we have freeness of speech before God,	Meldar, qui endalva ua ulquete ve, samilve lérie quetiéva epe Eru,
but above it were the glorious pair of cherubs, which screened the cover. But now is not the time to speak about every single among these things.	mal or sa enget i alcarinque ceruvu, yat teltanet i túpo. Mal sí ua i lúme quetien pa ilya erya mici nati sine.
and after he found him, he led him to Antioch. Thus it came that for a full year they assembled with them in the congregation and taught a huge crowd, and in Antioch the disciples were for the first time called Christians .	ar apa hirnes hé, tulyanes hé Antiocenna. Sie túle i ter quanta loa ocomnette aselte i ocombesse ar peantanet hoa şanga, ar Antiocesse i hildor náner mí minya lú estaine Hristonduri.
in order to bring glory to Jesus our Lord's name among you.	talien alcar Yésus Herulvo essen mici le.
The woman said to him: “I know that Messiah is coming, who is called Christ. Whenever he shall come, he will tell us everything.”	I nís quente senna: “Istan i túla Messías, ye ná estaina Hristo. Quiquie sé tuluva, nyaruvas men ilqua.”
For men give their oaths by who is greater, and their oath is the end of every dispute, since they are obliged by it.	An atani antar vandaltar yenen ná ambe túra, ar vandalta ná i metta ilya costo, pan nalte naute sanen.
And the news about him went out in every place in the around-lying country.	Ar i sinyar pa se etelender mir ilya nóme i oscaitala noriesse.
for God is who works in you as he thinks well, causing you to wish and to work alike.	an Eru ná ye mole lesse ve sanas mai, tyárala le mere ar mole véla.
For what the Law could not do, since it was weak by the flesh, God did by sending his own Son in which was similar to sinful flesh, and concerning sin. He judged sin evil in the flesh.	An ya i Şanye ua polle care, pan anes milya i hrávenen, Eru carne mentavénen véra Yondorya mi ya náne vávea úcarunqua hráveo, ar pa úcare. Namnes úcare ulca i hrávesse.
And so I beheld the horses and those who sat on them in the vision: the riders bore breastplates with the colour of fire and of sapphire and of sulphur, and the head of the horses was like the head of lions, and fire and smoke and sulphur went out of their mouth.	Ar sie yentenye i roccor ar i hammer tesse mí maur: i roqueni coller ambassi arwe i quileo náreo ar lúleo ar ussardo, ar i cas i roccoiva náne ve cas rávion, ar ruine ar usque ar ussar lender et antoltallo.
say to the sixth angel, he who had the trumpet: “Release the four angels that are bound by the great river Euphrates!”	quéta i enquea valanna, isse ye sáme i hyóla: “Á lerya i vali canta i nar nútine ara i hoa síre Perat!”
and all the brothers with me, to the congregations in Galatia:	ar ilye i hánor asinye, i ocombennar Alatiasse:
Do you not know that the servants of the holy things receive their livelihood from the Temple, and the servants beside the altar have their portion of the food sacrificed on the altar?	Ma ualde ista in i núror i airi nation camir laulestalta i Cordallo, ar i núror ara i yangwa samir masselta i matto yácina i yangwasse?
Therefore they came to Philip who was from Bethsaida of Galilee, and they asked of him, saying: “Sir, we want to see Jesus.”	Etta túlelte Filipenna ye náne Vestairallo Alileo, ar arcanelte sello, quétala: “Hér, merilme cene Yésus.”
The disciples recalled that is written: “The burning feeling for your house will eat me .”	Hildoryar enyalder i ná técina: “I uryala felme coalyan matuva ni.”
For everyone who raises himself will be humbled, but who humbles himself will be raised up.”	An ilquen ye orta inse nauva nucumna, mal ye nucume inse nauva ortaina.”
Therefore they sought Jesus and said, one to the other: “What do you think? That he will not come to the festival at all?”	Etta cestanelte Yésus ar quentelte, quén i exenna: “Mana sanalde? I laume tuluvas i aşarenna?”
That is as he says in Hosea: “ that are not my people I will call my people, and who was not beloved, the beloved;	Ta ná ve quetis Hoseasse: “I uar lienya estuvan lienya, ar ye úne melda, i melda;
When they heard it, they were happy and gave him a promise that they would give him money. And he sought how he was going to give Jesus over when it was possible for him.	Íre hlasselte sa, anelte valime ar antaner vanda i antumnelte sen telpe. Ar cestanes manen antumnes Yésus olla íre ence sen.
Greet Andronicus and Junia, who are of my kin and were with me in prison. They have a good name among the apostles, and were in Christ before me.	Á suila Andronico yo Yúnia, yet nát nossenyo ar nánet óni mandosse. Samitte mára esse imíca i aposteli ar nánet Hristosse nó ni.
The Son of Man will send his angles, and they will gather out of his kingdom all things that cause people to fall and the people that break the law,	I Atanyondo mentuva valaryar, ar comyuvalte et aranieryallo ilye nati yar tyarir queni lanta ar i queni i racir i şanye,
 who did not have mercy even his own Son but gave him over for the good of all among us, how is that he will not give us all other things?	Ye ua oráve yando véra Yondoryasse mal antane se olla i márien illion mici ve, manen ná i uas yú antauva ven ilye hyane nati?
Thus Jesus, after groaning again in self, came to the tomb. It was a cave, and a stone lay before it.	Sie Yésus, apa ñonie ata immosse, túle i noirinna. Sá náne rotto, ar ondo caine epe sa.
For who is the person who will do evil to you if you burn for which is good?	Ar man ná i quén ye caruva ulco len qui uryalde yan mára ná?
and light of a lamp will by no means shine in you more; for your tradesmen were the prominent men of earth, and by your sorcery all nations were caused to err.	ar cala calmo laume caltuva lyesse ambe, ar óma endero hya indisso laume nauva hlárina lyesse ambe; an macarilyar náner i minde neri cemeno, an ñúlelyanen ilye nóri náner tyárine vare.
And the kings of earth and the mighty and the commanders and the rich and the strong and every thrall and every free person hid themselves in the caves and among the rocks of the mountains.	Ar cemeno arani ar i taurar ar i cánor ar i lárear ar i poldar ar ilya mól ar ilya léra quén nurtaner inte i rottossen ar imíca i ondor i orontion.
and saw him say to me: 'Be quick and go away from Jerusalem with urgency, for they will not receive your witness about me.'	ar cenne se quéta ninna: 'Na linta ar á auta Yerúsalemello hormenen, an ualte camuva vettielya pa ní.'
Thus for a covenant that better Jesus has been given as security.	Etta véren ta arya Yésus anaie antaina ve varnasse.
and gathering all the chief priests and the scribes among the people, he asked them about where the Christ was to be born.	ar comyala ilye i hére airimor ar i parmangolmor imíca i lie, maquentes téna pa masse i Hristo nauvane nóna.
If you know these things, happy you are if you do them.	Qui istalde nati sine, alassie nalde qui carilde tai.
Jesus said to her: “Your brother will rise.”	Eque senna Yésus: “Hánolya ortuva.”
And after he sent the crowds away, he went up into the mountain to a lonely place, to pray. When evening came, he was alone there.	Ar apa mentanes i şangar oa, lendes ama mir i oron eressea nómenna, hyamien. Íre şinye túle, anes erinqua tasse.
