ENGLISH	QUENYA
Judge for yourselves: Is it proper if a woman without cover prays to God?	Judge for yourselves: Is it proper if a woman without cover prays to God?
Does not nature itself instruct you that if a man has long hair, that is to him a humiliation,	Does not nature itself instruct you that if a man has long hair, that is to him a humiliation,
but if a woman has long hair, it is a glory to her? For her hair is given to her as a veil.	but if a woman has long hair, it is a glory to her? For her hair is given to her as a veil.
But if anyone wants strife, that is not our custom, or the custom of God's congregations.	But if anyone wants strife, that is not our custom, or the custom of God's congregations.
But giving these commands I do not praise you, for you do not come together for good, but for evil.	But giving these commands I do not praise you, for you do not come together for good, but for evil.
Firstly, I hear that when you come together in the congration exist divisions among you, and in part I believe it.	Firstly, I hear that when you come together in the congration exist divisions among you, and in part I believe it.
It is also necessary that there exist splits among you, in order to show who among you are trusty.	It is also necessary that there exist splits among you, in order to show who among you are trusty.
Therefore, when you come together in a single place, you do not come to eat the Lord's evening meal.	Therefore, when you come together in a single place, you do not come to eat the Lord's evening meal.
For when you eat it, everyone has eaten his own evening meal beforehand, and one person is hungry, while another is drunk.	For when you eat it, everyone has eaten his own evening meal beforehand, and one person is hungry, while another is drunk.
Do you not have houses in which it is possible for you to eat and drink? Or do you despise God's congregation, and humiliate who have nothing? What am I to say to you? Am I to praise you? In this matter I do not praise you.	Do you not have houses in which it is possible for you to eat and drink? Or do you despise God's congregation, and humiliate who have nothing? What am I to say to you? Am I to praise you? In this matter I do not praise you.
For I received from the Lord what I also let you receive from me: that in the night when he was given over, the Lord Jesus took a bread,	For I received from the Lord what I also let you receive from me: that in the night when he was given over, the Lord Jesus took a bread,
and after he gave thanks, he broke it and said: “This is my body, which is being given in your behalf. Do this in remembrance of me.”	and after he gave thanks, he broke it and said: “This is my body, which is being given in your behalf. Do this in remembrance of me.”
After the evening meal he did the same with the cup, saying: “This cup is the new covenant in my blood. Do this, at every time that you drink it, in remembrance of me.”	After the evening meal he did the same with the cup, saying: “This cup is the new covenant in my blood. Do this, at every time that you drink it, in remembrance of me.”
For on every occasion that you eat this bread and drink this cup, you make known the death of the Lord, until he comes.	For on every occasion that you eat this bread and drink this cup, you make known the death of the Lord, until he comes.
Thus everyone who eats the bread or drinks the cup of the Lord without being worthy, will carry guilt concerning the Lord's body and blood.	Thus everyone who eats the bread or drinks the cup of the Lord without being worthy, will carry guilt concerning the Lord's body and blood.
It is necessary that a person tests himself, and thereafter he may eat of the bread and drink from the cup.	It is necessary that a person tests himself, and thereafter he may eat of the bread and drink from the cup.
For who eats and drinks without heeding the body, is eating and drinking judgement upon himself.	For who eats and drinks without heeding the body, is eating and drinking judgement upon himself.
Therefore numerous ones among you are weak and sickly, and a sufficient number have died.	Therefore numerous ones among you are weak and sickly, and a sufficient number have died.
But if we gave heed to ourselves, we were not judged.	But if we gave heed to ourselves, we were not judged.
But when we are being judged, we receive chastisement from the Lord, to stop us from being judged evil with the world.	But when we are being judged, we receive chastisement from the Lord, to stop us from being judged evil with the world.
Therefore, my brothers, when you come together to eat it, wait one for the other.	Therefore, my brothers, when you come together to eat it, wait one for the other.
If anyone is hungry, it is necessary for him to eat in his house, or you will come together for judgement. But as concerns the other matters I will give orders when I shall come there.	If anyone is hungry, it is necessary for him to eat in his house, or you will come together for judgement. But as concerns the other matters I will give orders when I shall come there.
Now about the gifts of the spirit, brothers: I do not wish that you are to be ignorant.	Now about the gifts of the spirit, brothers: I do not wish that you are to be ignorant.
You know that when you were of the nations, you were drawn away, being led to the dumb idols.	You know that when you were of the nations, you were drawn away, being led to the dumb idols.
Therefore I wish that you know that nobody, when he is speaking by God's spirit, can say: “Jesus is accursed!”, and no one can say: “Jesus is Lord”, except by Holy Spirit.	Therefore I wish that you know that nobody, when he is speaking by God's spirit, can say: “Jesus is accursed!”, and no one can say: “Jesus is Lord”, except by Holy Spirit.
 exist numerous kinds of gifts, but the spirit is the same.	 exist numerous kinds of gifts, but the spirit is the same.
 exist numerous kinds of servant-work , but the Lord is the same.	 exist numerous kinds of servant-work , but the Lord is the same.
 exist numerous kinds of work, but the same God works everything in everyone.	 exist numerous kinds of work, but the same God works everything in everyone.
But the showing of the spirit is given to everyone for a beneficial purpose.	But the showing of the spirit is given to everyone for a beneficial purpose.
To one person is given speech of wisdom, to another speech of knowledge, as the same spirit leads him;	To one person is given speech of wisdom, to another speech of knowledge, as the same spirit leads him;
to another, faith from the same spirit, to another, gifts of healing by the sole spirit,	to another, faith from the same spirit, to another, gifts of healing by the sole spirit,
to another, working of wonders, to another, speaking as a Prophet, to another insight on the spirits, to another, kinds of tongues, to another, telling what tongues mean.	to another, working of wonders, to another, speaking as a Prophet, to another insight on the spirits, to another, kinds of tongues, to another, telling what tongues mean.
But all these things are being worked by the one and the same spirit, distributing them as it wishes to every person.	But all these things are being worked by the one and the same spirit, distributing them as it wishes to every person.
For just as the body is one, but has many parts, and all the bodyparts, though they are many, are a single body, so also is the Christ.	For just as the body is one, but has many parts, and all the bodyparts, though they are many, are a single body, so also is the Christ.
For indeed by one spirit we were all baptized into one body – not heeding if we are Jews or Greeks, not heeding if we are thralls or free ones. And all among us received the same spirit to drink.	For indeed by one spirit we were all baptized into one body – not heeding if we are Jews or Greeks, not heeding if we are thralls or free ones. And all among us received the same spirit to drink.
For the body indeed is not one part, but numerous ones.	For the body indeed is not one part, but numerous ones.
If the foot were going to say: “Since I am not a hand, I am not a part in the body”, it is not therefore outside of the body. 	If the foot were going to say: “Since I am not a hand, I am not a part in the body”, it is not therefore outside of the body. 
And if the ear were going to say: “Since I am not an eye, I am not a part in the body”, it is not therefore outside of the body.	And if the ear were going to say: “Since I am not an eye, I am not a part in the body”, it is not therefore outside of the body.
If the whole body were an eye, where the hearing ? If everything was hearing, where the sense of smell ?	If the whole body were an eye, where the hearing ? If everything was hearing, where the sense of smell ?
But now God has put the parts in the body – every single among them – just as he wanted.	But now God has put the parts in the body – every single among them – just as he wanted.
If all among them were one part, where the body ?	If all among them were one part, where the body ?
But now they are many bodyparts, and yet one body.	But now they are many bodyparts, and yet one body.
It is not possible for the eye to say to the hand: “Need of you I do not have,” or again the head to the feet : “Need of you I do not have.”	It is not possible for the eye to say to the hand: “Need of you I do not have,” or again the head to the feet : “Need of you I do not have.”
 is much more true that is a need for those body-parts that by their appearance are weak,	 is much more true that is a need for those body-parts that by their appearance are weak,
and the body-parts that we think less honorable, to them we give that more abundant glory, and so our unseemly parts have more abundant beauty,	and the body-parts that we think less honorable, to them we give that more abundant glory, and so our unseemly parts have more abundant beauty,
while our comely parts have need of nothing. And yet God put together the body, giving glory more abundant to the deficient part,	while our comely parts have need of nothing. And yet God put together the body, giving glory more abundant to the deficient part,
in order to stop the body from being split, but it is necessary for its parts to heed the others like they heed themselves.	in order to stop the body from being split, but it is necessary for its parts to heed the others like they heed themselves.
And if one part has pain, all the other parts have the same pain; or if one part receives glory, all the other parts have joy with it.	And if one part has pain, all the other parts have the same pain; or if one part receives glory, all the other parts have joy with it.
Now you are the Christ's body, and all among you are parts in the whole.	Now you are the Christ's body, and all among you are parts in the whole.
And those that God has put in the congregation are, firstly, apostles, secondly, prophets, thirdly, teachers; then that do wonders, then gifts of healing, helping services , leading services, kinds of tongues.	And those that God has put in the congregation are, firstly, apostles, secondly, prophets, thirdly, teachers; then that do wonders, then gifts of healing, helping services , leading services, kinds of tongues.
Surely all are not apostles? Surely all are not prophets? Surely all do not do wonders?	Surely all are not apostles? Surely all are not prophets? Surely all do not do wonders?
Surely all do not have gifts of healing? Surely all do not speak in tongues? Surely all do not have the gift of telling what the tongues mean?	Surely all do not have gifts of healing? Surely all do not speak in tongues? Surely all do not have the gift of telling what the tongues mean?
But seek the greater gifts with a burning spirit! And yet I show you a surpassing way.	But seek the greater gifts with a burning spirit! And yet I show you a surpassing way.
If I speak in the tongues of men and angels, but I do not have love, I have been like a sounding piece of copper, or a cymbal making noise.	If I speak in the tongues of men and angels, but I do not have love, I have been like a sounding piece of copper, or a cymbal making noise.
And if I have the gift of speaking as a prophet, and I know all the secrets and all knowledge, and if I have faith to command mountains to move, but I do not have love, I am nothing.	And if I have the gift of speaking as a prophet, and I know all the secrets and all knowledge, and if I have faith to command mountains to move, but I do not have love, I am nothing.
And if I give all my goods as food for others, and if I give away my body for it to be burnt, but I do not have love, that is not beneficial for me at all.	And if I give all my goods as food for others, and if I give away my body for it to be burnt, but I do not have love, that is not beneficial for me at all.
Love has patience and is gentle. Love does not have envy, it does not praise itself, it not haughty,	Love has patience and is gentle. Love does not have envy, it does not praise itself, it not haughty,
it does not behave in an unseemly manner, it does not seek its own things, it is not brought to anger. It does not keep a record of evil.	it does not behave in an unseemly manner, it does not seek its own things, it is not brought to anger. It does not keep a record of evil.
It does not have joy in injustice, but has joy with the truth.	It does not have joy in injustice, but has joy with the truth.
It bears everything, it believes everything, it has hope in everything, it endures everything.	It bears everything, it believes everything, it has hope in everything, it endures everything.
Love does not ever fall away. If they are words of prophets, they will be put away; if they are tongues, they will cease; if it is knowledge, it will be put away.	Love does not ever fall away. If they are words of prophets, they will be put away; if they are tongues, they will cease; if it is knowledge, it will be put away.
For our knowledge is in part, and we speak as prophets in part,	For our knowledge is in part, and we speak as prophets in part,
but when the perfect shall come, that which exists in part will be put away.	but when the perfect shall come, that which exists in part will be put away.
When I was a babe, I spoke as a babe, I thought like a babe, I judged like a babe; but now that I am a man, I have put away the things of the babe.	When I was a babe, I spoke as a babe, I thought like a babe, I judged like a babe; but now that I am a man, I have put away the things of the babe.
Now we see as if in a mirror, obscurely, but then we shall see from face to face. Now I know in part, but then I shall know fully, as I am also known.	Now we see as if in a mirror, obscurely, but then we shall see from face to face. Now I know in part, but then I shall know fully, as I am also known.
But now remain faith, hope, love – these three – but the greatest among them is love.	But now remain faith, hope, love – these three – but the greatest among them is love.
Pursue love, and yet with a burning spirit seek the gifts of the spirit , above all that you will be able to speak like prophets.	Pursue love, and yet with a burning spirit seek the gifts of the spirit , above all that you will be able to speak like prophets.
For who speaks in a tongue speaks, not to men, but to God, for is no one listening, but he speaks secrets by the spirit.	For who speaks in a tongue speaks, not to men, but to God, for is no one listening, but he speaks secrets by the spirit.
But who speaks as a prophet builds up and urges and comforts men with his speech.	But who speaks as a prophet builds up and urges and comforts men with his speech.
 who speaks in a tongue builds himself up, but who speaks as a prophet builds up a congregation.	 who speaks in a tongue builds himself up, but who speaks as a prophet builds up a congregation.
I wish that all among you will speak in tongues, but is better if you will speak as prophets. that speaks as a prophet indeed is greater than that speaks in tongues – if he does not tell what his speech means, thus allowing the congregation to receive upbuilding.	I wish that all among you will speak in tongues, but is better if you will speak as prophets. that speaks as a prophet indeed is greater than that speaks in tongues – if he does not tell what his speech means, thus allowing the congregation to receive upbuilding.
But now, brothers, if I were going to come to you speaking in tongues, how was that beneficial for you if I am did not speak to you with a revelation or with knowledge or with the word of a prophet or with a teaching?	But now, brothers, if I were going to come to you speaking in tongues, how was that beneficial for you if I am did not speak to you with a revelation or with knowledge or with the word of a prophet or with a teaching?
If also things without life that give sound, like a harp or a flute, cannot make the musical sounds different, how will one know what is played with the flute or the harp?	If also things without life that give sound, like a harp or a flute, cannot make the musical sounds different, how will one know what is played with the flute or the harp?
Indeed who will prepare himself for fighting if the trumplet gives an obscure sound?	Indeed who will prepare himself for fighting if the trumplet gives an obscure sound?
In the same way you as well: If you do not with your tongue talk in a speech that people can understand, how will anyone know what is being said? Indeed you will speak into the air!	In the same way you as well: If you do not with your tongue talk in a speech that people can understand, how will anyone know what is being said? Indeed you will speak into the air!
Although are many kinds of languages in the world, does not exist a single kind that means nothing.	Although are many kinds of languages in the world, does not exist a single kind that means nothing.
If I do not know what the language means, I will be foreign to who speaks, and he will be foreign to me.	If I do not know what the language means, I will be foreign to who speaks, and he will be foreign to me.
So you as well, since with a burning spirit you want the gifts of the spirit: seek to have them in abundance, in order to build up the congregation.	So you as well, since with a burning spirit you want the gifts of the spirit: seek to have them in abundance, in order to build up the congregation.
Therefore it is necessary for the one who speaks in a tongue to pray that he will know tell what that means.	Therefore it is necessary for the one who speaks in a tongue to pray that he will know tell what that means.
For if I am praying in a tongue, my spirit is praying, but my mind does not give fruit.	For if I am praying in a tongue, my spirit is praying, but my mind does not give fruit.
What am I to do? I will pray by the spirit, but I will also pray with my mind.	What am I to do? I will pray by the spirit, but I will also pray with my mind.
For if you give praise by spirit, how will the man that is sitting in the place of the ordinary person say “amen” when you give thanks, since he does not understand what you are saying?	For if you give praise by spirit, how will the man that is sitting in the place of the ordinary person say “amen” when you give thanks, since he does not understand what you are saying?
You indeed give thanks in a good manner, but the other man is not being built up.	You indeed give thanks in a good manner, but the other man is not being built up.
I thank God, I speak in tongues more numerous than all among you speak !	I thank God, I speak in tongues more numerous than all among you speak !
And yet in the congreation I want to speak five words with my mind above ten thousand words in a tongue.	And yet in the congreation I want to speak five words with my mind above ten thousand words in a tongue.
Brothers, do not be children in understanding, but be babes in evil; and yet be perfect in understanding.	Brothers, do not be children in understanding, but be babes in evil; and yet be perfect in understanding.
In the Law is written: “With the tongues of strangers and with foreign people's lips I will speak to this people, and even then they will not listen to me, says the Lord.”	In the Law is written: “With the tongues of strangers and with foreign people's lips I will speak to this people, and even then they will not listen to me, says the Lord.”
Thus tongues are a sign, not to that believe, but to that do not believe; but speaking as a prophet is not for that do not believe, but for that believe.	Thus tongues are a sign, not to that believe, but to that do not believe; but speaking as a prophet is not for that do not believe, but for that believe.
Therefore, if the entire congregation assembles in one place, and all among them speak in tongues, but people that lack knowledge or do not believe come in, will they not say that you are out of your mind?	Therefore, if the entire congregation assembles in one place, and all among them speak in tongues, but people that lack knowledge or do not believe come in, will they not say that you are out of your mind?
But if all among them speak like prophets, and a person who does not believe or who lacks knowledge comes in, he is being shamed by all, he is being examined by all,	But if all among them speak like prophets, and a person who does not believe or who lacks knowledge comes in, he is being shamed by all, he is being examined by all,
the secrets of his heart are being revealed, and so, falling upon his face, he will worship God and openly say: “God is indeed among you!”	the secrets of his heart are being revealed, and so, falling upon his face, he will worship God and openly say: “God is indeed among you!”
Then what are we to do, brothers? When you assemble, one person has a holy song, one person has a revelation, one person has a tongue, one person knows to tell what a tongue means. It is necessary that everything is to happen in order to build up.	Then what are we to do, brothers? When you assemble, one person has a holy song, one person has a revelation, one person has a tongue, one person knows to tell what a tongue means. It is necessary that everything is to happen in order to build up.
And if people speak in tongues, it is necessary that they are not more than two or – as the highest permissible number – three. Let them speak one after the other, and it is necessary that there is a person who tells what their speech means.	And if people speak in tongues, it is necessary that they are not more than two or – as the highest permissible number – three. Let them speak one after the other, and it is necessary that there is a person who tells what their speech means.
But if there is not anyone to give the meaning, it is necessary for him to be silent in the congreation and speak to himself and to God.	But if there is not anyone to give the meaning, it is necessary for him to be silent in the congreation and speak to himself and to God.
And let two or three prophets give their words, and let the others judge what they are saying.	And let two or three prophets give their words, and let the others judge what they are saying.
But if another receives a revelation while he is sitting there, it is necessary for the first one to be silent.	But if another receives a revelation while he is sitting there, it is necessary for the first one to be silent.
For you can speak as prophets one after one; thus all will be exhorted.	For you can speak as prophets one after one; thus all will be exhorted.
And it is necessary for the prophets to control their spirits.	And it is necessary for the prophets to control their spirits.
For God is not a God whose paths are not arranged, but a God of peace.As in all congrations of the holy ones	For God is not a God whose paths are not arranged, but a God of peace.As in all congrations of the holy ones
it is necessary for the women to be silent in the congrations, for is not permitted to them to speak, but it is necessary that they are in subjection , as the Law also says.	it is necessary for the women to be silent in the congrations, for is not permitted to them to speak, but it is necessary that they are in subjection , as the Law also says.
But if they wish to learn something, it is necessary for them to ask their own husbands in the home, for speaking in the congration is a humilation for a woman.	But if they wish to learn something, it is necessary for them to ask their own husbands in the home, for speaking in the congration is a humilation for a woman.
What? Was it from you God's word went out, or only as far as you it has reached?	What? Was it from you God's word went out, or only as far as you it has reached?
If anyone thinks that he is a prophet or that he has the spirit, it is necessary for him to give heed to to the things that I am writing to you, for they are the Lord's command.	If anyone thinks that he is a prophet or that he has the spirit, it is necessary for him to give heed to to the things that I am writing to you, for they are the Lord's command.
But if anyone lacks knowledge, without knowledge he is.	But if anyone lacks knowledge, without knowledge he is.
Therefore, brothers, with a burning spirit seek the gift of the prophet, and yet do not forbid the speaking in tongues.	Therefore, brothers, with a burning spirit seek the gift of the prophet, and yet do not forbid the speaking in tongues.
But may all these things happen in a proper and arranged manner.	But may all these things happen in a proper and arranged manner.
Now I made known to you, brothers, the gospel that I gave to you, which I also received, in which you also stand,	Now I made known to you, brothers, the gospel that I gave to you, which I also received, in which you also stand,
by which you are saved, by the speech with which I made the gospel known to you, if you keep it – if you did not believe for nothing.	by which you are saved, by the speech with which I made the gospel known to you, if you keep it – if you did not believe for nothing.
For I gave over to you, among the first things, that which I also received, that Christ died for our sins as the Scripture says,	For I gave over to you, among the first things, that which I also received, that Christ died for our sins as the Scripture says,
and that he was brought to his grave, and he has been raised up on the third day as the Scripture says,	and that he was brought to his grave, and he has been raised up on the third day as the Scripture says,
and that he showed himself to Cephas, then to the twelve.	and that he showed himself to Cephas, then to the twelve.
Thereafter he showed himself to more than five hundred brothers, of whom the greater number remain until this day, though some are dead.	Thereafter he showed himself to more than five hundred brothers, of whom the greater number remain until this day, though some are dead.
Thereafter he showed himself to Jacob, then to all the apostles,	Thereafter he showed himself to Jacob, then to all the apostles,
but last of all he showed himself to me, as to a babe born before the time.	but last of all he showed himself to me, as to a babe born before the time.
For I am the smallest of the apostles, and I am not worthy to be called an apostle, for I have persecuted God's congregation.	For I am the smallest of the apostles, and I am not worthy to be called an apostle, for I have persecuted God's congregation.
But by God's grace I am who I am. And the grace that he gave to me was not for nothing, but I labored more than them all, and yet not I, but God's grace that is in me.	But by God's grace I am who I am. And the grace that he gave to me was not for nothing, but I labored more than them all, and yet not I, but God's grace that is in me.
But not heeding if I or they did the work, this is what we make known , and so you have believed.	But not heeding if I or they did the work, this is what we make known , and so you have believed.
Now if concerning the Christ is made known that he has been raised from dead, how is that are some among you that say that there is no resurrection from dead?	Now if concerning the Christ is made known that he has been raised from dead, how is that are some among you that say that there is no resurrection from dead?
If is no resurrection from the dead, Christ as well has not been raised.	If is no resurrection from the dead, Christ as well has not been raised.
But if Christ has not been raised, what we make known is actually empty , and our faith is empty.	But if Christ has not been raised, what we make known is actually empty , and our faith is empty.
Furthermore, we are also found as lying witnesses against God, for we have witnessed against God that he raised the Christ, whom he did not raise if dead are not being raised.	Furthermore, we are also found as lying witnesses against God, for we have witnessed against God that he raised the Christ, whom he did not raise if dead are not being raised.
For if dead are not raised, the Christ as well has not been raised.	For if dead are not raised, the Christ as well has not been raised.
Furthermore, if the Christ has not been raised, your faith is for nothing; you are still in your sins.	Furthermore, if the Christ has not been raised, your faith is for nothing; you are still in your sins.
Indeed also that have died in Christ perished.	Indeed also that have died in Christ perished.
If in this life alone we have put our hope in Christ, we are among all men the most worthy of pity .	If in this life alone we have put our hope in Christ, we are among all men the most worthy of pity .
But the Christ has indeed been raised from dead, a first fruit of who have died.	But the Christ has indeed been raised from dead, a first fruit of who have died.
For like death came through a man, also resurrection of dead is through a man.	For like death came through a man, also resurrection of dead is through a man.
For like in Adam all die, so also in Christ all will be made alive.	For like in Adam all die, so also in Christ all will be made alive.
But everyone in his own time: Christ the first fruit, thereafter that are Christ at his coming,	But everyone in his own time: Christ the first fruit, thereafter that are Christ at his coming,
then the end, when he gives over the kingdom to God and to the Father, after he put an end to all power and might.	then the end, when he gives over the kingdom to God and to the Father, after he put an end to all power and might.
For it is necessary for him to rule until God puts all enemies under his feet.	For it is necessary for him to rule until God puts all enemies under his feet.
As the last enemy death will be put an end to.	As the last enemy death will be put an end to.
For God “has put all things under his feet”. But when he says that all things have been put under his power, it is easy to see that he who put all things under him is not counted among them.	For God “has put all things under his feet”. But when he says that all things have been put under his power, it is easy to see that he who put all things under him is not counted among them.
But when all things will be put under his power, then the Son himself will put himself under the power of that put all things under him, to make God everything for all.	But when all things will be put under his power, then the Son himself will put himself under the power of that put all things under him, to make God everything for all.
If not, what will they do who are baptized for dead? What is their reason for being baptized for them if dead will by no means be raised?	If not, what will they do who are baptized for dead? What is their reason for being baptized for them if dead will by no means be raised?
Furthermore, what is our reason for putting ourselves in danger in every hour?	Furthermore, what is our reason for putting ourselves in danger in every hour?
Every day I am dying – as true as it is possible for me to praise myself by means of you, brothers, in Christ Jesus our Lord.	Every day I am dying – as true as it is possible for me to praise myself by means of you, brothers, in Christ Jesus our Lord.
If was in the manner of men that I have fought against wild beasts in Ephesus, how was that beneficial to me? If dead will not be raised up, let us eat and drink, for tomorrow we shall die!	If was in the manner of men that I have fought against wild beasts in Ephesus, how was that beneficial to me? If dead will not be raised up, let us eat and drink, for tomorrow we shall die!
Do not be made to err: If one remains among bad people, good habits will be marred.	Do not be made to err: If one remains among bad people, good habits will be marred.
Attain keenness of perception in a just manner and do not sin, for are some that lack knowledge about God. I am talking to cause you to feel shame!	Attain keenness of perception in a just manner and do not sin, for are some that lack knowledge about God. I am talking to cause you to feel shame!
But a person will say: “How will dead be raised? What will be the kind of bodies that they come in?”	But a person will say: “How will dead be raised? What will be the kind of bodies that they come in?”
O unintelligent person! which you sow is not made alive if it does not first die;	O unintelligent person! which you sow is not made alive if it does not first die;
and that which you sow is not the body that will exist, but a naked seed – perhaps of grain, perhaps of another kind of plant –	and that which you sow is not the body that will exist, but a naked seed – perhaps of grain, perhaps of another kind of plant –
but God gives it a body just as is good in his eyes, and to every seed its own body.	but God gives it a body just as is good in his eyes, and to every seed its own body.
All flesh is not the same flash, but men have their kind, and is another kind in cattle, and another kind of flesh in birds, and another kind in fishes.	All flesh is not the same flash, but men have their kind, and is another kind in cattle, and another kind of flesh in birds, and another kind in fishes.
And there are heavenly bodies and bodies on earth, but the glory of the heavenly bodies is of another kind, and not of the same kind as the glory of the bodies on earth.	And there are heavenly bodies and bodies on earth, but the glory of the heavenly bodies is of another kind, and not of the same kind as the glory of the bodies on earth.
The sun's glory is of its own kind, and the Moon's glory is another, and the glory of stars is another; indeed star is not like another star in glory.	The sun's glory is of its own kind, and the Moon's glory is another, and the glory of stars is another; indeed star is not like another star in glory.
Thus is also the resurrection of dead: It is sown in a destructible state; it is raised in a state beyond destruction.	Thus is also the resurrection of dead: It is sown in a destructible state; it is raised in a state beyond destruction.
It is sown without glory; it is raised in glory.	It is sown without glory; it is raised in glory.
It is sown as a body of matter; it is raised as a body of spirit.	It is sown as a body of matter; it is raised as a body of spirit.
Thus is also written: “The first man, Adam, became a living creature.” The last Adam became a spirit giving life.	Thus is also written: “The first man, Adam, became a living creature.” The last Adam became a spirit giving life.
And yet the first is not that which is of spirit, but that which is of matter; thereafter comes that which is of spirit.	And yet the first is not that which is of spirit, but that which is of matter; thereafter comes that which is of spirit.
The first man is out of the earth and made of dust; the second man is out of heaven.	The first man is out of the earth and made of dust; the second man is out of heaven.
Like the person made of dust, thus are also that were made of dust, and like the heavenly person is, so are also that are heavenly.	Like the person made of dust, thus are also that were made of dust, and like the heavenly person is, so are also that are heavenly.
And just as we have borne the image of the person made of dust, we shall also bear the heavenly person's image.	And just as we have borne the image of the person made of dust, we shall also bear the heavenly person's image.
But I say, brothers: Flesh and blood cannot be heir of God's kingdom; furthermore, that which is destructible will not possess that which is beyond destruction.	But I say, brothers: Flesh and blood cannot be heir of God's kingdom; furthermore, that which is destructible will not possess that which is beyond destruction.
Behold! I am telling you a secret: All among us will not die, but all among us will be changed,	Behold! I am telling you a secret: All among us will not die, but all among us will be changed,
in a single moment, in the twinkling of an eye, when the last trumpet shall be heard. For the trumpet will sound, and dead will be raised in a state beyond destruction, and we shall be changed.	in a single moment, in the twinkling of an eye, when the last trumpet shall be heard. For the trumpet will sound, and dead will be raised in a state beyond destruction, and we shall be changed.
For is necessary that this destructible puts on itself a state beyond destruction, and is necessary for this mortal to put on itself an immortal state.	For is necessary that this destructible puts on itself a state beyond destruction, and is necessary for this mortal to put on itself an immortal state.
But when this mortal puts on itself an immortal state, then will occur the saying that is written: “Death has been undone forever!	But when this mortal puts on itself an immortal state, then will occur the saying that is written: “Death has been undone forever!
Death, where your victory? Death, where is your sting?”	Death, where your victory? Death, where is your sting?”
The sting of death is sin, but the power of sin is the Law.	The sting of death is sin, but the power of sin is the Law.
But thanks to God, for he gives us the victory through Jesus Christ our Lord!	But thanks to God, for he gives us the victory through Jesus Christ our Lord!
Therefore, my brothers, be faithful, firm – always doing an abundance in the work of the Lord, knowing that your work is not for nothing in the Lord.	Therefore, my brothers, be faithful, firm – always doing an abundance in the work of the Lord, knowing that your work is not for nothing in the Lord.
About the collection for the holy ones: As I commanded the congregations in Galatia, so you do as well!	About the collection for the holy ones: As I commanded the congregations in Galatia, so you do as well!
May everyone among you, on every first day of the week, set aside money – the sum that it is possible for him to give. Thus, when I shall come, there will not be need to do collections then.	May everyone among you, on every first day of the week, set aside money – the sum that it is possible for him to give. Thus, when I shall come, there will not be need to do collections then.
But when I shall come there, I will send the men of your choosing to Jerusalem with letters, to carry your gift.	But when I shall come there, I will send the men of your choosing to Jerusalem with letters, to carry your gift.
If it is possible for me as well to go, they shall go with me.	If it is possible for me as well to go, they shall go with me.
But I will come to you when I have gone through Macedonia – for by way of Macedonia that I shall come –	But I will come to you when I have gone through Macedonia – for by way of Macedonia that I shall come –
and with you I will perhaps remain, or I will stay through the winter. Then you will be able to send me on my way again, to where I can go.	and with you I will perhaps remain, or I will stay through the winter. Then you will be able to send me on my way again, to where I can go.
For I do not want to meet you now, passing through your region, for I have the hope that I will stay with you for a longer time, if the Lord allows.	For I do not want to meet you now, passing through your region, for I have the hope that I will stay with you for a longer time, if the Lord allows.
But I stay in Ephesus until the Festival of Weeks ,	But I stay in Ephesus until the Festival of Weeks ,
for a great door to work has been opened, and are many that stand against me.	for a great door to work has been opened, and are many that stand against me.
When Timothy shall come, see that he will be free of fear among you, for he is doing the Lord's work, as do I.	When Timothy shall come, see that he will be free of fear among you, for he is doing the Lord's work, as do I.
Therefore allow no one to despise him. Send him on his journey in peace, for him to come to me, for I am waiting for him, with the brothers.	Therefore allow no one to despise him. Send him on his journey in peace, for him to come to me, for I am waiting for him, with the brothers.
Now about Apollos our brother: I urged him with many words to come to us, with the brothers, and yet his will was not to come now, but he shall come when it shall be possible for him.. Be awake, be firm in the faith, be manly, be mighty!	Now about Apollos our brother: I urged him with many words to come to us, with the brothers, and yet his will was not to come now, but he shall come when it shall be possible for him.. Be awake, be firm in the faith, be manly, be mighty!
Cause all your affairs to happen in love.	Cause all your affairs to happen in love.
Now I urge you, brothers: You know that the family of Stephanas is the first fruit in Achaia, and that they appointed themselves to be servants to the holy ones.	Now I urge you, brothers: You know that the family of Stephanas is the first fruit in Achaia, and that they appointed themselves to be servants to the holy ones.
Thus it is necessary also for you to subject yourselves such people and all that work together and toil.	Thus it is necessary also for you to subject yourselves such people and all that work together and toil.
But I am happy since Stephanus and Fortunatus and Achaicus are here, for though you are not with me, they have filled my need.	But I am happy since Stephanus and Fortunatus and Achaicus are here, for though you are not with me, they have filled my need.
For they renewed my spirit and your spirit. Therefore receive such people well.	For they renewed my spirit and your spirit. Therefore receive such people well.
The congregation in Asia greets you. Aquila and Prisca, with the congregation, greet you sincerely in the Lord.	The congregation in Asia greets you. Aquila and Prisca, with the congregation, greet you sincerely in the Lord.
All the brothers greet you. Greet one another with a holy kiss.	All the brothers greet you. Greet one another with a holy kiss.
This is my, Paul's, greeting, by my own hand.	This is my, Paul's, greeting, by my own hand.
If anyone does not love the Lord, may he be accursed! Maran atha!	If anyone does not love the Lord, may he be accursed! Maran atha!
May the grace of the Lord Jesus be with you!	May the grace of the Lord Jesus be with you!
May my love be with all among you in Christ Jesus.	May my love be with all among you in Christ Jesus.
